"101","1635973037422","1635973037457","35"
"102","1635973037433","1635973037459","26"
"103","1635973037443","1635973037465","22"
"104","1635973037454","1635973037487","33"
"105","1635973037474","1635973037511","37"
"106","1635973037464","1635973037514","50"
"107","1635973037485","1635973037514","29"
"108","1635973037495","1635973037519","24"
"109","1635973037506","1635973037523","17"
"110","1635973037516","1635973037532","16"
"111","1635973037527","1635973037543","16"
"112","1635973037537","1635973037553","16"
"113","1635973037547","1635973037565","18"
"114","1635973037558","1635973037575","17"
"115","1635973037568","1635973037584","16"
"116","1635973037579","1635973037596","17"
"117","1635973037589","1635973037606","17"
"118","1635973037599","1635973037617","18"
"119","1635973037610","1635973037626","16"
"120","1635973037620","1635973037637","17"
"121","1635973037631","1635973037648","17"
"122","1635973037641","1635973037657","16"
"123","1635973037651","1635973037668","17"
"124","1635973037662","1635973037678","16"
"125","1635973037672","1635973037688","16"
"126","1635973037682","1635973037698","16"
"127","1635973037693","1635973037709","16"
"128","1635973037703","1635973037720","17"
"129","1635973037714","1635973037731","17"
"130","1635973037724","1635973037739","15"
"131","1635973037734","1635973037751","17"
"132","1635973037745","1635973037761","16"
"133","1635973037755","1635973037774","19"
"134","1635973037765","1635973037783","18"
"135","1635973037776","1635973037793","17"
"136","1635973037786","1635973037802","16"
"137","1635973037797","1635973037813","16"
"138","1635973037807","1635973037823","16"
"139","1635973037817","1635973037833","16"
"140","1635973037828","1635973037843","15"
"141","1635973037838","1635973037854","16"
"142","1635973037849","1635973037864","15"
"143","1635973037859","1635973037874","15"
"144","1635973037869","1635973037885","16"
"145","1635973037880","1635973037895","15"
"146","1635973037890","1635973037905","15"
"147","1635973037900","1635973037916","16"
"148","1635973037911","1635973037927","16"
"149","1635973037921","1635973037937","16"
"150","1635973037932","1635973037949","17"
"151","1635973037942","1635973037960","18"
"152","1635973037952","1635973037971","19"
"153","1635973037973","1635973037997","24"
"154","1635973037963","1635973037999","36"
"155","1635973037983","1635973038005","22"
"156","1635973037994","1635973038012","18"
"157","1635973038004","1635973038022","18"
"158","1635973038015","1635973038036","21"
"159","1635973038025","1635973038042","17"
"160","1635973038035","1635973038055","20"
"161","1635973038046","1635973038064","18"
"162","1635973038056","1635973038077","21"
"163","1635973038067","1635973038085","18"
"164","1635973038077","1635973038094","17"
"165","1635973038087","1635973038103","16"
"166","1635973038098","1635973038114","16"
"167","1635973038108","1635973038124","16"
"168","1635973038119","1635973038135","16"
"169","1635973038129","1635973038152","23"
"170","1635973038140","1635973038155","15"
"171","1635973038150","1635973038166","16"
"172","1635973038160","1635973038176","16"
"173","1635973038170","1635973038185","15"
"174","1635973038181","1635973038196","15"
"175","1635973038191","1635973038208","17"
"176","1635973038202","1635973038217","15"
"177","1635973038212","1635973038227","15"
"178","1635973038222","1635973038239","17"
"179","1635973038233","1635973038249","16"
"180","1635973038243","1635973038260","17"
"181","1635973038254","1635973038275","21"
"182","1635973038264","1635973038295","31"
"183","1635973038276","1635973038300","24"
"184","1635973038287","1635973038306","19"
"185","1635973038296","1635973038312","16"
"186","1635973038307","1635973038322","15"
"187","1635973038317","1635973038334","17"
"188","1635973038327","1635973038342","15"
"189","1635973038338","1635973038353","15"
"190","1635973038348","1635973038364","16"
"191","1635973038359","1635973038375","16"
"192","1635973038369","1635973038384","15"
"193","1635973038380","1635973038403","23"
"194","1635973038390","1635973038409","19"
"195","1635973038401","1635973038419","18"
"196","1635973038411","1635973038429","18"
"197","1635973038421","1635973038439","18"
"198","1635973038431","1635973038449","18"
"199","1635973038442","1635973038462","20"
"200","1635973038452","1635973038477","25"
